timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-09-15T20:10:30,codecarbon,cb72e28a-a467-4b15-bc00-2ad7d896ce2f,21.050642013549805,8.360599622461532e-07,3.971660159856412e-05,5.0,0.0,6.0,2.9235127899381848e-05,0,3.5077176888783775e-05,6.431230478816563e-05,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:08:43,codecarbon,ce655250-49a7-4d0c-927e-b18334ad7ce9,2137.3839349746704,8.489075543204939e-05,3.971712991894244e-05,5.0,0.0,6.0,0.0029683823545773,0,0.0035616757555802,0.0065300581101576,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:09:43,codecarbon,c08c9e3b-6625-4b31-a2b1-bc25263f783c,1.1815738677978516,4.6917626526620656e-08,3.970773880947705e-05,5.0,0.0,6.0,1.6407029496298895e-06,0,1.968345244725545e-06,3.6090481943554334e-06,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:09:51,codecarbon,deca4149-71d6-4955-a08e-25f89df47353,3.402373075485229,1.3513277418083618e-07,3.971721242285113e-05,5.0,0.0,6.0,4.725173778004117e-06,0,5.669655005137126e-06,1.0394828783141244e-05,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:10:19,codecarbon,10f14247-de9d-4579-ae04-b0a9ff4b189f,0.8331069946289062,3.307428863313463e-08,3.9699929116388014e-05,5.0,0.0,6.0,1.156652635998196e-06,0,1.3875234127044678e-06,2.544176048702664e-06,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:10:27,codecarbon,ea505e14-ddfc-4d2c-a7b1-c95fb8fd388f,3.2420079708099365,1.2875125653213925e-07,3.9713429976538245e-05,5.0,0.0,6.0,4.502049750751919e-06,0,5.401893059412638e-06,9.903942810164558e-06,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:24:56,codecarbon,e7a71a88-9d56-4187-949d-ef632e8be13c,1.2530910968780518,4.9656218157874224e-08,3.962698185438202e-05,5.0,0.0,6.0,1.7372972435421417e-06,0,2.082411845525106e-06,3.819709089067247e-06,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:25:06,codecarbon,ab0c516b-197c-4329-83f0-0ac34bf70d07,3.754173994064331,1.4910070704089274e-07,3.9715982071324777e-05,5.0,0.0,6.0,5.213747090763516e-06,0,6.255538066228231e-06,1.1469285156991747e-05,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:25:40,codecarbon,faeb1ea3-aa02-406e-bed8-c9e38b265c34,1.1693248748779297,4.6361743410428375e-08,3.964829997759882e-05,5.0,0.0,6.0,1.6216347614924112e-06,0,1.9446531931559245e-06,3.566287954648336e-06,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:25:49,codecarbon,f7e1ded5-6b32-42a0-88ba-a88fb44c454a,3.4628400802612305,1.3753641863663994e-07,3.971780834483827e-05,5.0,0.0,6.0,4.809167981147766e-06,0,5.7705565293629964e-06,1.0579724510510762e-05,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:26:43,codecarbon,9d207e7b-118a-4aa4-be05-e5efec701961,21.758568048477173,8.642310790220897e-07,3.9719115573075365e-05,5.0,0.0,6.0,3.021897872289022e-05,0,3.626033504803975e-05,6.647931377092997e-05,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:26:58,codecarbon,5e3c7c0f-b7eb-4cf9-92ff-9a80cd02d0d1,0.1178867816925048,4.600259992811416e-09,3.9022695562346456e-05,5.0,0.0,6.0,1.6176634364657937e-07,0,1.9209980964660645e-07,3.538661532931858e-07,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-15T21:27:28,codecarbon,39a41faf-aafd-4464-b924-08be59bdf586,7.29058575630188,2.895745197931926e-07,3.97189649052394e-05,5.0,0.0,6.0,1.012534300486247e-05,0,1.2149620056152344e-05,2.2274963061014814e-05,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-16T07:38:02,codecarbon,cdba0662-f458-4131-89d1-3fdff922abf2,0.0154628753662109,5.667268567615084e-10,3.665080674451435e-05,5.0,0.0,6.0,2.0434790187411843e-08,0,2.315958340962728e-08,4.3594373597039123e-08,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
2022-09-16T07:56:47,codecarbon,4139fb65-b0ba-425e-942f-64137eae8bce,0.0067179203033447266,2.4423685338762075e-10,3.635602126241655e-05,5.0,0.0,6.0,8.755591180589464e-09,0,1.0031859079996746e-08,1.878745026058621e-08,Sweden,SWE,skåne county,,,macOS-12.2.1-x86_64-i386-64bit,3.8.9,8,Apple M1,,,13.8518,56.2151,16.0,machine,N
